X,Y,kind
-0.1722314234802902,-6.526258520720559,location_marker_a
-0.17983319639457407,6.429279782314749,location_marker_b
-2.5707070291270804,1.1074996715296042,weed
-2.226532106991148,-0.6348808927445528,weed
1.2797288298752671,-1.6929246786720786,weed
-3.801859678388222,3.304782127613822,weed
-1.4104443946357659,1.674998892162896,weed
-1.8569112634296152,-3.631959065514585,litter
-0.5067344492541177,-0.224087704834254,litter
2.2605010545846915,3.1758446788220134,litter
-3.058483555251741,-0.7416099291690035,litter
-0.5434652281822627,-3.600780628127294,litter
-3.957467486680124,-4.068971063443914,crop
-3.9631971925721468,-3.9280926268146708,crop
-3.953426249886012,-3.7583549754283943,crop
-3.9495607659120817,-3.6008325375317813,crop
-3.9730319303717794,-3.45118190526588,crop
-3.9717665587683455,-3.2926251501072326,crop
-3.9747771808024694,-3.1646114036982755,crop
-3.9460495270741553,-2.980628408512484,crop
-3.9534417834567144,-2.8501970177087705,crop
-3.9739028749465204,-2.6810181469638406,crop
-3.980048905607033,-2.514521531151737,crop
-3.9474263009293415,-2.3786153396982233,crop
-3.95050152226369,-2.2101827044146276,crop
-3.943492190296254,-2.08796242488538,crop
-3.973754699549906,-1.9225531714561892,crop
-3.9469436079289695,-1.755580262083668,crop
-3.9673920801038527,-1.5750785620298895,crop
-3.9703829747647084,-1.3990063354112674,crop
-3.964344793799694,-1.2471831152328041,crop
-3.9494486422508404,-1.1270678301099257,crop
-3.9793451930480574,-0.927677844059046,crop
-3.960382207491662,-0.775203756387378,crop
-3.96150486661125,-0.5871226137256321,crop
-3.9705411916487083,-0.41055511995592087,crop
-3.9769736739394785,-0.2601753949374169,crop
-3.961808468550895,-0.06986781349240191,crop
-3.9640614383015986,0.06757428113359763,crop
-3.9535351764801647,0.2766416441957532,crop
-3.9594770050020545,0.4219143101810675,crop
-3.968056344272342,0.5543205355559094,crop
-3.98240909284308,0.7392223461436601,crop
-3.962113766054335,0.8930577557677911,crop
-3.958937185969252,1.0662302706655022,crop
-3.9705886191000643,1.2382757262626718,crop
-3.964977458838672,1.3517849713070038,crop
-3.950466175647454,1.5219335627496242,crop
-3.963348334468591,1.6282736680820624,crop
-3.969746300361893,1.7963933072709357,crop
-3.974939033641764,1.9634409113758104,crop
-3.979451741467072,2.130015863887661,crop
-3.974945377631479,2.2743963114177053,crop
-3.9692382057060414,2.4607349652809596,crop
-3.9752430607716622,2.6672725678272178,crop
-3.971984968041933,2.8134565434440937,crop
-3.952617253711762,2.9745152977635687,crop
-3.9726495105047634,3.1077856633942753,crop
-3.9729285808380412,3.8900469659307344,crop
-3.2178407071942443,-4.048778697240743,crop
-3.2143029867870547,-3.899409613613577,crop
-3.2135621855131413,-3.7202046277475826,crop
-3.192966222614621,-3.5434083231454743,crop
-3.211354425196267,-3.3717907013960544,crop
-3.2191607860741747,-3.229732583024605,crop
-3.1983333255922086,-3.0765870901575876,crop
-3.220094827766408,-2.9527218615485715,crop
-3.221633704740169,-2.8182530581676666,crop
-3.204737845624802,-2.6228943568024823,crop
-3.226123388390395,-2.4979363941095447,crop
-3.2145000942436703,-2.3312527552173097,crop
-3.210693010173843,-2.144862941420798,crop
-3.202662045259745,-1.9624057825395174,crop
-3.204855836041463,-1.800645651405434,crop
-3.218980978268829,-1.6284710118050192,crop
-3.22334595826353,-1.4435733471044683,crop
-3.229751706695104,-1.287665579491725,crop
-3.211361888755201,-1.1255824840043263,crop
-3.223302653400966,-0.9586928637287714,crop
-3.2200091868146945,-0.8149471942669818,crop
-3.2239475095552295,-0.6600786287059296,crop
-3.205778565085855,-0.49378954077465853,crop
-3.1976777055141836,-0.35691145489721976,crop
-3.2173733825631876,-0.18687964436115145,crop
-3.2254713737467196,-0.035558328859802604,crop
-3.2083895753228973,1.0370449403700028,crop
-3.2045411268535053,1.1965836468600484,crop
-3.2012920392936524,1.3394200779241812,crop
-3.21228542643483,1.510094197785931,crop
-3.195604235371019,1.6666236504359,crop
-3.200089146607845,1.8450045928907588,crop
-3.2001571525453403,1.9884477599594967,crop
-3.20280661985188,2.1683591449763018,crop
-3.1984380531050824,2.3289298157939156,crop
-3.20935520223757,2.4880420488208017,crop
-3.1936651445963014,2.6354465325223426,crop
-3.2035129407773275,2.80659166451938,crop
-3.2102273359462323,2.9460824575298608,crop
-3.2073865587659327,3.1064359355560303,crop
-3.2253675794094936,3.250579443673778,crop
-3.2059379376076365,3.4045414611411458,crop
-3.1992299870908796,3.5484919733494147,crop
-3.2017763454213775,3.6712945009888003,crop
-3.2288238037527788,3.8617693963243704,crop
-3.223646979342834,4.043978906960488,crop
-2.4446425441243815,-4.083052635362059,crop
-2.481113854665846,-3.918843054788838,crop
-2.4805373426197264,-3.742040839566839,crop
-2.444703850712346,-3.591165387289307,crop
-2.473409925549478,-3.3950748954006706,crop
-2.4595130136367507,-3.22070670688811,crop
-2.4744422713976624,-3.0400080056143715,crop
-2.4726640312009165,-2.8919432586510894,crop
-2.4597953314141234,-2.728468183484415,crop
-2.464817210185216,-2.560118178758581,crop
-2.4738356358892695,-2.411143844496426,crop
-2.451762829905169,-2.2742821338050163,crop
-2.4630802587836307,-2.0643141936770384,crop
-2.4684875652125475,-1.8836867753808877,crop
-2.4481855454493204,-1.7128816143542995,crop
-2.447729633296516,-1.5142901200147418,crop
-2.45619562239483,-1.3506872690189982,crop
-2.4494500028643373,-1.1415331230545218,crop
