X,Y,kind
-0.16352363450461604,-6.385026892611812,location_marker_a
-0.1328614934239163,6.375600204162394,location_marker_b
-3.1244915233591786,3.5743251808605163,weed
1.7975540241436594,2.163432515571445,weed
3.0154273536861176,2.4998486506752227,weed
0.8699852237401426,-1.172192024996117,weed
3.4384548999319717,0.7964598818501245,weed
-3.500389058185196,-3.799393484153995,litter
3.1331807891339905,0.07833680433262735,litter
-3.054419790110768,-1.7298447778955968,litter
-3.1165764292648137,1.85729969167982,litter
-2.0205275086548817,3.031129850343238,litter
-3.940444319226868,-3.9071965766356014,crop
-3.950483019349639,-3.7177164587395004,crop
-3.927897407618933,-3.551411131658589,crop
-3.9196268449613503,-3.4155467859009683,crop
-3.9536783832497466,-3.2895805110440057,crop
-3.9277667003644905,-3.1099113566070375,crop
-3.9374621778281624,-2.954656202303818,crop
-3.95140073027133,-2.8094419016959162,crop
-3.931027871331943,-2.6238786947787847,crop
-3.9342936440791023,-2.4546394523994577,crop
-3.938880056292104,-2.317746055630797,crop
-3.942296275970248,-2.1363728440719343,crop
-3.9193513709440917,-1.9811803010900846,crop
-3.928897835539095,-1.839623144594607,crop
-3.94174658880366,-1.6518160458857571,crop
-3.9369041085578496,-1.4933589603903732,crop
-3.9552205367922117,-1.3328154969058974,crop
-3.9396443527393026,-1.2006338267129477,crop
-3.9464094976441237,-1.0603451251404974,crop
-3.930554303923456,-0.8470951006674441,crop
-3.9299427578608936,-0.6790279292840911,crop
-3.9507867392497698,-0.4753036628499791,crop
-3.9166583062009974,-0.3039592756659823,crop
-3.942078945935308,-0.10995339581247116,crop
-3.924548369779465,0.06279631918684997,crop
-3.951431521660963,0.24276725480108224,crop
-3.924243607633199,0.4107588439706618,crop
-3.919298883968723,0.5358417538340259,crop
-3.954629865494449,0.7564751159136653,crop
-3.9561628319171223,0.9126382589195341,crop
-3.9558591783526604,1.1061275704046407,crop
-3.9515271220806674,1.2536986679054865,crop
-3.93328725761513,1.4162223801135214,crop
-3.954386184994332,2.052508211254059,crop
-3.9410049951563564,2.264302371082641,crop
-3.929289311403424,2.405104488201351,crop
-3.938276347324869,2.5556484419315098,crop
-3.936264319042793,2.7139527850982317,crop
-3.926238651232295,2.8519732255382264,crop
-3.9480033957269973,3.045242896303068,crop
-3.9258335243776643,3.196861640032049,crop
-3.9206409517974006,3.4185645086038567,crop
-3.9294839057167126,3.5351413383334043,crop
-3.951561795672859,3.735783373334101,crop
-3.9167432937906126,3.910390172923342,crop
-3.1819134222023657,-3.8740416864032627,crop
-3.1793564035193365,-3.694014548468768,crop
-3.193863019489653,-3.539117547839256,crop
-3.1860001283387764,-3.3630472108009495,crop
-3.17605802602518,-3.1930819587722428,crop
-3.2040661843956704,-3.0466666844475387,crop
-3.1981380757726563,-2.854505326102453,crop
-3.19162953829032,-2.6724468449484715,crop
-3.1796993225497485,-2.513684675928974,crop
-3.182040996748037,-2.3978347474767516,crop
-3.17875348870577,-2.2273694614720854,crop
-3.1760106646740334,-2.0598781366806205,crop
-3.1956043081983094,-1.878470806404184,crop
-3.2036174905227175,-1.7166922514379266,crop
-3.1942910404377125,-1.5567965031491582,crop
-3.1873841836629566,-1.3853048413847184,crop
-3.1996349083258253,-1.243665390399598,crop
-3.202183035939138,-1.07173714997433,crop
-3.1737167830197657,-0.8991097606799281,crop
-3.1929084071490608,-0.7568129596595914,crop
-3.184805752945294,-0.6113709378150145,crop
-3.1945046281980862,-0.49355192367571993,crop
-3.2058366041296504,-0.2965607833768504,crop
-3.19047191690894,-0.15074804581985773,crop
-3.1731026193902543,-0.00017828047756335633,crop
-3.175112820182974,0.15308488494148437,crop
-3.1682926701345187,0.46026057260018055,crop
-3.1775395232737647,0.6317157489974425,crop
-3.196232131418602,0.7775730727014194,crop
-3.1703761284032352,0.9691725109496625,crop
-3.1977500222216464,1.0997290790563357,crop
-3.1904685517588107,1.2859814241932934,crop
-3.1861007981043215,1.4299869071901963,crop
-3.202335112152452,1.611562043778413,crop
-3.194661585772261,1.7802233509747687,crop
-3.189387856475322,1.9583939893330147,crop
-3.192834614430685,2.0837928360943145,crop
-3.1717013150218616,2.234124715512271,crop
-3.1763343383652396,2.3806176305978566,crop
-3.192476466723883,2.539253555653504,crop
-3.176466178705407,2.7114918319721895,crop
-3.1976334041280947,2.882798147680739,crop
-3.196645977750561,3.067733180479732,crop
-3.1814733935131865,3.2035935718094404,crop
-3.1755175977265817,3.3661239572161668,crop
-3.172959290480684,3.5155094050201825,crop
-3.188942873574867,3.714538635722363,crop
-3.1670498250678993,3.878286628480158,crop
-2.456259656389795,-3.8945360773907898,crop
-2.441566116658575,-3.7080091266513513,crop
-2.4336608052055064,-2.7387764500078515,crop
-2.428714812256797,-2.5813415422309505,crop
-2.4229373827553435,-2.4516333277645956,crop
-2.4199518995993023,-2.2498312236315146,crop
-2.4230005287206238,-1.8198417777977909,crop
-2.419524705169329,-1.6792869332240308,crop
-2.4542327913979314,-1.4709668450464677,crop
-2.442468361800596,-1.3386668651649414,crop
-2.440514261730407,-1.180312608585473,crop
-2.430196167582564,-1.0035299387981582,crop
-2.4249708345482133,-0.8248743025328649,crop
-2.426554579037353,-0.6732516909083537,crop
-2.449924652708727,-0.5101875120119859,crop
-2.4188237779624786,-0.31452033646117344,crop
-2.4371546278459,-0.1617515329174179,crop
-2.450894054925704,0.019020882969552896,crop
-2.438196898948832,0.1627861189572029,crop
-2.416901499665834,0.31867689413359473,crop
-2.4399575243386935,0.4566409437883295,crop
-2.427107624115796,0.5947975352741937,crop
-2.4339774454281526,0.78363268135739,crop
-2.426513284453767,0.9146210510322819,crop
-2.4322902016120067,1.0672570180772398,crop
-2.423937637805367,1.2131445856601966,crop
-2.425706632534799,1.3822927420343314,crop
-2.4384169981606054,1.5282669832085674,crop
-2.417878091303272,1.6869408493551958,crop
-2.4226112090943137,1.8570255935163562,crop
-2.451434347158959,1.9872423927423757,crop
-2.4482944131580893,2.1732801787673175,crop
-2.4425329461328835,2.300300714424269,crop
-2.4562084827654416,2.464351963516469,crop
-2.45338934381587,2.6319593531755903,crop
-2.4440037975801796,2.79455917263115,crop
-2.4395984593500386,2.9611610851693424,crop
-2.430953728655082,3.1401656927486608,crop
-2.4170778947336062,3.33059855158797,crop
-2.435060947203968,3.4582724280742125,crop
-2.4443535090804507,3.656204375266274,crop
-2.4165812945411678,3.8048950930757357,crop
-1.6959279706594508,-3.8833332898320814,crop
-1.6975780008530323,-3.7230094964580824,crop
-1.682472731926714,-3.5496374334245946,crop
-1.6901598513062726,-3.405976516487655,crop
-1.6666599958778927,-3.2393563107200127,crop
-1.7012821314879631,-3.0914220546008133,crop
-1.6710272089512181,-2.903689725019676,crop
-1.6810868725018864,-2.7891652776161258,crop
-1.6985028908164113,-2.646923903086501,crop
-1.7045537174872938,-2.456022825341576,crop
-1.691303276220781,-2.313435260121698,crop
-1.693133011011203,-2.1355576520854194,crop
-1.6722604205933433,-2.0053671121290044,crop
-1.6699586447033856,-1.1846245389039707,crop
-1.7013347242645689,-1.0333905164610004,crop
-1.6994705780623525,-0.9132949986374785,crop
-1.6702066100081265,-0.7461154295940973,crop
-1.6684374973316065,-0.5942851392234605,crop
-1.6714053004396972,-0.4826205327231014,crop
-1.686400039743376,-0.3070683835617975,crop
-1.69091080005034,-0.17286927400709867,crop
